year,month,week,province,disease,cases
2019,7,28,19,copd,205
2019,7,28,74,ihd,15
2019,7,28,55,asthma,9
2019,7,28,85,copd,73
2019,7,28,60,ihd,42
2019,7,28,41,asthma,16
2019,7,28,71,copd,396
2019,7,28,75,ihd,9
2019,7,28,56,asthma,26
2019,7,28,86,copd,243
2019,7,28,61,ihd,8
2019,7,28,42,asthma,18
2019,7,28,72,copd,305
2019,7,28,76,ihd,59
2019,7,28,57,asthma,1
2019,7,28,62,ihd,61
2019,7,28,43,asthma,13
2019,7,28,73,copd,256
2019,7,28,77,ihd,39
2019,7,28,58,asthma,6
2019,7,28,8,copd,1
2019,7,28,63,ihd,17
2019,7,28,44,asthma,117
2019,7,28,74,copd,120
2019,7,28,30,asthma,120
2019,7,28,60,copd,413
2019,7,28,64,ihd,34
2019,7,28,45,asthma,32
2019,7,28,75,copd,60
2019,7,28,50,ihd,63
2019,7,28,31,asthma,20
2019,7,28,61,copd,127
2019,7,28,65,ihd,53
2019,7,28,46,asthma,24
2019,7,28,76,copd,206
2019,7,28,NULL,asthma,461
2019,7,29,41,ihd,56
2019,7,29,22,asthma,30
2019,7,29,52,copd,338
2019,7,29,56,ihd,18
2019,7,29,37,asthma,6
2019,7,29,67,copd,324
2019,7,29,42,ihd,15
2019,7,29,23,asthma,20
2019,7,29,53,copd,123
2019,7,29,57,ihd,36
2019,7,29,38,asthma,4
2019,7,29,43,ihd,26
2019,7,29,24,asthma,5
2019,7,29,54,copd,157
2019,7,29,90,asthma,19
2019,7,29,10,asthma,28
2019,7,29,58,ihd,7
2019,7,29,39,asthma,3
2019,7,29,40,copd,420
2019,7,29,44,ihd,22
2019,7,29,25,asthma,3
2019,7,29,55,copd,309
2019,7,29,91,asthma,7
2019,7,29,30,ihd,98
2019,7,29,11,asthma,40
2019,7,29,41,copd,280
2019,7,29,45,ihd,44
2019,7,29,26,asthma,3
2019,7,29,56,copd,261
2019,7,29,92,asthma,9
2019,7,29,31,ihd,59
2019,7,29,12,asthma,20
2019,7,29,42,copd,173
2019,7,29,46,ihd,36
2019,7,29,27,asthma,1
2019,7,29,57,copd,584
2019,7,29,NULL,ihd,574
2019,7,29,93,asthma,20
2019,7,29,32,ihd,55
2019,7,29,13,asthma,42
2019,7,29,43,copd,90
2019,7,29,47,ihd,25
2019,7,29,58,copd,107
2019,7,29,94,asthma,6
2019,7,29,33,ihd,41
2019,7,29,14,asthma,3
2019,7,29,44,copd,298
2019,7,29,80,asthma,27
2019,7,29,48,ihd,27
2019,7,29,30,copd,683
2019,7,29,95,asthma,10
2019,7,29,34,ihd,26
2019,7,29,15,asthma,4
2019,7,29,45,copd,322
2019,7,29,81,asthma,4
2019,7,29,20,ihd,114
2019,7,29,49,ihd,4
2019,7,29,31,copd,390
2019,7,29,96,asthma,25
2019,7,29,35,ihd,15
2019,7,29,16,asthma,26
2019,7,29,46,copd,320
2019,7,29,82,asthma,1
2019,7,29,NULL,copd,3173
2019,7,29,,copd,3
2019,7,29,21,ihd,54
2019,7,29,32,copd,208
2019,7,29,36,ihd,59
2019,7,29,17,asthma,1
2019,7,29,47,copd,143
2019,7,29,83,asthma,7
2019,7,29,22,ihd,49
2019,7,29,33,copd,528
2019,7,29,37,ihd,14
2019,7,29,18,asthma,33
2019,7,29,48,copd,102
2019,7,29,84,asthma,14
2019,7,29,23,ihd,21
2019,7,29,34,copd,348
2019,7,29,70,asthma,7
2019,7,29,99,asthma,43
2019,7,29,38,ihd,19
2019,7,29,19,asthma,6
2019,7,29,20,copd,259
2019,7,29,49,copd,53
2019,7,29,85,asthma,3
2019,7,29,24,ihd,35
2019,7,29,35,copd,101
2019,7,29,90,ihd,98
2019,7,29,71,asthma,5
2019,7,29,10,ihd,150
2019,7,29,39,ihd,21
2019,7,29,21,copd,141
2019,7,29,86,asthma,6
2019,7,29,25,ihd,20
2019,7,29,36,copd,241
2019,7,29,91,ihd,20
2019,7,29,72,asthma,7
2019,7,29,11,ihd,33
2019,7,29,22,copd,336
2019,7,29,26,ihd,10
2019,7,29,37,copd,76
2019,7,29,92,ihd,41
2019,7,29,73,asthma,24
2019,7,29,12,ihd,56
2019,7,29,23,copd,110
2019,7,29,27,ihd,18
2019,7,29,38,copd,150
2019,7,29,93,ihd,24
2019,7,29,74,asthma,6
2019,7,29,13,ihd,19
2019,7,29,24,copd,206
2019,7,29,60,asthma,44
2019,7,29,90,copd,600
2019,7,29,10,copd,448
2019,7,29,39,copd,125
2019,7,29,94,ihd,38
2019,7,29,75,asthma,3
2019,7,29,14,ihd,29
2019,7,29,25,copd,71
2019,7,29,80,ihd,108
2019,7,29,61,asthma,4
2019,7,29,0,ihd,4
2019,7,29,91,copd,163
2019,7,29,11,copd,155
2019,7,29,95,ihd,31
2019,7,29,76,asthma,13
2019,7,29,15,ihd,16
2019,7,29,26,copd,68
2019,7,29,81,ihd,33
2019,7,29,62,asthma,19
2019,7,29,92,copd,202
2019,7,29,1,ihd,1
2019,7,29,12,copd,176
2019,7,29,96,ihd,50
2019,7,29,77,asthma,43
2019,7,29,16,ihd,55
2019,7,29,27,copd,135
2019,7,29,82,ihd,14
2019,7,29,63,asthma,6
2019,7,29,93,copd,170
2019,7,29,13,copd,115
2019,7,29,97,ihd,2
2019,7,29,17,ihd,5
2019,7,29,83,ihd,31
2019,7,29,64,asthma,5
2019,7,29,94,copd,313
2019,7,29,14,copd,154
2019,7,29,50,asthma,32
2019,7,29,80,copd,774
2019,7,29,18,ihd,12
2019,7,29,0,copd,7
2019,7,29,84,ihd,80
2019,7,29,65,asthma,25
2019,7,29,95,copd,207
2019,7,29,15,copd,65
2019,7,29,70,ihd,28
2019,7,29,51,asthma,7
2019,7,29,99,ihd,50
2019,7,29,81,copd,120
2019,7,29,19,ihd,41
2019,7,29,1,copd,2
2019,7,29,85,ihd,15
2019,7,29,66,asthma,16
2019,7,29,96,copd,441
2019,7,29,16,copd,185
2019,7,29,71,ihd,41
2019,7,29,52,asthma,19
2019,7,29,82,copd,139
2019,7,29,86,ihd,30
2019,7,29,67,asthma,19
2019,7,29,97,copd,14
2019,7,29,17,copd,68
2019,7,29,72,ihd,52
2019,7,29,53,asthma,1
2019,7,29,83,copd,75
2019,7,29,18,copd,166
2019,7,29,73,ihd,32
2019,7,29,54,asthma,2
2019,7,29,84,copd,484
2019,7,29,40,asthma,101
2019,7,29,70,copd,267
2019,7,29,99,copd,350
2019,7,29,19,copd,161
2019,7,29,74,ihd,9
2019,7,29,55,asthma,12
2019,7,29,85,copd,57
2019,7,29,60,ihd,47
2019,7,29,41,asthma,13
2019,7,29,71,copd,250
2019,7,29,75,ihd,8
2019,7,29,56,asthma,17
2019,7,29,86,copd,139
2019,7,29,61,ihd,16
2019,7,29,42,asthma,8
2019,7,29,72,copd,228
2019,7,29,76,ihd,23
2019,7,29,57,asthma,5
2019,7,29,62,ihd,37
2019,7,29,43,asthma,2
2019,7,29,73,copd,189
2019,7,29,77,ihd,24
2019,7,29,58,asthma,1
2019,7,29,63,ihd,7
2019,7,29,44,asthma,78
2019,7,29,74,copd,98
2019,7,29,30,asthma,69
2019,7,29,60,copd,256
2019,7,29,64,ihd,29
2019,7,29,45,asthma,28
2019,7,29,75,copd,29
2019,7,29,50,ihd,53
2019,7,29,31,asthma,4
2019,7,29,61,copd,129
2019,7,29,65,ihd,32
2019,7,29,46,asthma,56
2019,7,29,76,copd,124
2019,7,29,NULL,asthma,331
2019,7,29,51,ihd,18
2019,7,29,32,asthma,12
2019,7,29,62,copd,238
2019,7,29,66,ihd,36
2019,7,29,47,asthma,11
2019,7,29,77,copd,190
2019,7,29,52,ihd,13
2019,7,29,33,asthma,30
2019,7,29,63,copd,215
2019,7,29,67,ihd,64
2019,7,29,48,asthma,7
2019,7,29,53,ihd,8
2019,7,29,34,asthma,61
2019,7,29,64,copd,218
2019,7,29,20,asthma,11
2019,7,29,49,asthma,4
2019,7,29,50,copd,779
2019,7,29,54,ihd,14
2019,7,29,35,asthma,5
2019,7,29,65,copd,201
2019,7,29,40,ihd,61
2019,7,29,21,asthma,5
2019,7,29,51,copd,232
2019,7,29,55,ihd,14
2019,7,29,36,asthma,19
2019,7,29,66,copd,277
2019,7,30,92,asthma,4
2019,7,30,31,ihd,75
2019,7,30,12,asthma,8
2019,7,30,42,copd,192
2019,7,30,46,ihd,50
2019,7,30,27,asthma,2
2019,7,30,57,copd,889
2019,7,30,,ihd,1
2019,7,30,NULL,ihd,862
2019,7,30,93,asthma,28
2019,7,30,32,ihd,67
2019,7,30,13,asthma,53
2019,7,30,43,copd,159
2019,7,30,47,ihd,28
2019,7,30,58,copd,174
2019,7,30,94,asthma,14
2019,7,30,33,ihd,88
2019,7,30,14,asthma,6
2019,7,30,44,copd,458
2019,7,30,80,asthma,40
2019,7,30,0,asthma,2
2019,7,30,48,ihd,28
2019,7,30,30,copd,965
2019,7,30,95,asthma,10
2019,7,30,34,ihd,35
2019,7,30,15,asthma,4
2019,7,30,45,copd,526
2019,7,30,81,asthma,6
2019,7,30,20,ihd,111
2019,7,30,49,ihd,2
2019,7,30,31,copd,718
2019,7,30,96,asthma,36
2019,7,30,35,ihd,15
2019,7,30,16,asthma,61
2019,7,30,46,copd,555
2019,7,30,82,asthma,5
2019,7,30,NULL,copd,4752
2019,7,30,,copd,1
2019,7,30,21,ihd,46
2019,7,30,32,copd,415
2019,7,30,36,ihd,82
2019,7,30,17,asthma,6
2019,7,30,47,copd,389
2019,7,30,83,asthma,9
2019,7,30,22,ihd,44
2019,7,30,33,copd,572
2019,7,30,37,ihd,27
2019,7,30,18,asthma,13
2019,7,30,48,copd,130
2019,7,30,84,asthma,45
2019,7,30,23,ihd,25
2019,7,30,34,copd,507
2019,7,30,70,asthma,7
2019,7,30,99,asthma,40
2019,7,30,38,ihd,38
2019,7,30,19,asthma,7
2019,7,30,20,copd,380
2019,7,30,49,copd,113
2019,7,30,85,asthma,16
2019,7,30,24,ihd,77
2019,7,30,35,copd,222
2019,7,30,90,ihd,114
2019,7,30,71,asthma,12
2019,7,30,10,ihd,147
2019,7,30,39,ihd,26
2019,7,30,21,copd,272
2019,7,30,86,asthma,4
2019,7,30,25,ihd,18
2019,7,30,36,copd,450
2019,7,30,91,ihd,26
2019,7,30,72,asthma,23
2019,7,30,11,ihd,57
2019,7,30,22,copd,475
2019,7,30,26,ihd,13
2019,7,30,37,copd,90
2019,7,30,92,ihd,45
2019,7,30,73,asthma,8
2019,7,30,12,ihd,74
2019,7,30,23,copd,129
2019,7,30,27,ihd,24
2019,7,30,38,copd,170
2019,7,30,93,ihd,32
2019,7,30,74,asthma,31
2019,7,30,13,ihd,38
2019,7,30,24,copd,248
2019,7,30,60,asthma,26
2019,7,30,90,copd,788
2019,7,30,10,copd,670
2019,7,30,39,copd,166
2019,7,30,94,ihd,52
2019,7,30,75,asthma,5
2019,7,30,14,ihd,42
2019,7,30,25,copd,102
2019,7,30,80,ihd,159
2019,7,30,61,asthma,11
2019,7,30,91,copd,153
2019,7,30,0,ihd,5
2019,7,30,11,copd,201
2019,7,30,95,ihd,38
2019,7,30,76,asthma,23
2019,7,30,15,ihd,11
2019,7,30,26,copd,94
2019,7,30,81,ihd,51
2019,7,30,62,asthma,23
2019,7,30,92,copd,395
2019,7,30,12,copd,253
2019,7,30,96,ihd,76
2019,7,30,77,asthma,47
2019,7,30,16,ihd,87
2019,7,30,27,copd,151
2019,7,30,82,ihd,33
2019,7,30,63,asthma,4
2019,7,30,93,copd,288
2019,7,30,13,copd,226
2019,7,30,97,ihd,1
2019,7,30,17,ihd,11
2019,7,30,83,ihd,44
2019,7,30,64,asthma,10
2019,7,30,94,copd,439
2019,7,30,14,copd,328
2019,7,30,50,asthma,34
2019,7,30,80,copd,1062
2019,7,30,18,ihd,10
2019,7,30,0,copd,17
2019,7,30,84,ihd,101
2019,7,30,65,asthma,51
2019,7,30,95,copd,261
2019,7,30,15,copd,152
2019,7,30,70,ihd,45
2019,7,30,51,asthma,6
2019,7,30,99,ihd,55
2019,7,30,81,copd,177
2019,7,30,19,ihd,48
2019,7,30,0,copd,2
2019,7,30,1,copd,7
2019,7,30,85,ihd,10
2019,7,30,66,asthma,14
2019,7,30,96,copd,638
2019,7,30,16,copd,311
2019,7,30,71,ihd,35
2019,7,30,52,asthma,48
2019,7,30,82,copd,188
2019,7,30,86,ihd,39
2019,7,30,67,asthma,36
2019,7,30,97,copd,24
2019,7,30,17,copd,93
2019,7,30,72,ihd,72
2019,7,30,53,asthma,2
2019,7,30,83,copd,141
2019,7,30,3,copd,4
2019,7,30,18,copd,192
2019,7,30,73,ihd,40
2019,7,30,84,copd,658
2019,7,30,4,copd,1
2019,7,30,40,asthma,96
2019,7,30,70,copd,486
2019,7,30,99,copd,471
2019,7,30,19,copd,253
2019,7,30,74,ihd,14
2019,7,30,55,asthma,19
2019,7,30,85,copd,104
2019,7,30,60,ihd,55
2019,7,30,41,asthma,23
2019,7,30,71,copd,363
2019,7,30,75,ihd,7
2019,7,30,56,asthma,30
2019,7,30,86,copd,283
2019,7,30,61,ihd,30
2019,7,30,42,asthma,13
2019,7,30,72,copd,339
2019,7,30,76,ihd,59
2019,7,30,57,asthma,8
2019,7,30,62,ihd,54
2019,7,30,43,asthma,4
2019,7,30,73,copd,153
2019,7,30,77,ihd,43
2019,7,30,58,asthma,3
2019,7,30,63,ihd,14
2019,7,30,44,asthma,140
2019,7,30,74,copd,134
2019,7,30,30,asthma,130
2019,7,30,60,copd,474
2019,7,30,64,ihd,35
2019,7,30,45,asthma,32
2019,7,30,75,copd,33
2019,7,30,50,ihd,84
2019,7,30,31,asthma,19
2019,7,30,61,copd,254
2019,7,30,65,ihd,51
2019,7,30,46,asthma,29
2019,7,30,76,copd,199
2019,7,30,NULL,asthma,476
2019,7,30,51,ihd,29
2019,7,30,32,asthma,23
2019,7,30,62,copd,421
2019,7,30,66,ihd,64
2019,7,30,47,asthma,28
2019,7,30,77,copd,237
2019,7,30,52,ihd,33
2019,7,30,33,asthma,88
2019,7,30,63,copd,269
2019,7,30,67,ihd,106
2019,7,30,48,asthma,10
2019,7,30,53,ihd,5
2019,7,30,34,asthma,76
2019,7,30,64,copd,311
2019,7,30,20,asthma,25
2019,7,30,49,asthma,15
2019,7,30,50,copd,1406
2019,7,30,54,ihd,17
2019,7,30,35,asthma,3
2019,7,30,65,copd,307
2019,7,30,40,ihd,81
2019,7,30,21,asthma,17
2019,7,30,51,copd,401
2019,7,30,55,ihd,27
2019,7,30,36,asthma,25
2019,7,30,66,copd,348
2019,7,30,41,ihd,51
2019,7,30,22,asthma,53
2019,7,30,52,copd,469
2019,7,30,56,ihd,19
2019,7,30,37,asthma,7
2019,7,30,67,copd,624
2019,7,30,42,ihd,31
2019,7,30,23,asthma,9
2019,7,30,53,copd,113
2019,7,30,57,ihd,44
2019,7,30,38,asthma,11
2019,7,30,43,ihd,32
2019,7,30,24,asthma,9
2019,7,30,54,copd,266
2019,7,30,90,asthma,8
2019,7,30,10,asthma,40
2019,7,30,58,ihd,2
2019,7,30,39,asthma,5
2019,7,30,40,copd,782
2019,7,30,44,ihd,67
2019,7,30,25,asthma,5
2019,7,30,55,copd,523
2019,7,30,91,asthma,6
2019,7,30,30,ihd,188
2019,7,30,11,asthma,54
2019,7,30,41,copd,522
2019,7,30,45,ihd,64
2019,7,30,26,asthma,6
2019,7,30,56,copd,401
2019,7,31,82,asthma,5
2019,7,31,NULL,copd,1838
2019,7,31,21,ihd,27
2019,7,31,32,copd,84
2019,7,31,36,ihd,39
2019,7,31,17,asthma,1
2019,7,31,47,copd,123
2019,7,31,22,ihd,23
2019,7,31,33,copd,241
2019,7,31,37,ihd,8
2019,7,31,18,asthma,4
2019,7,31,48,copd,33
2019,7,31,84,asthma,7
2019,7,31,23,ihd,14
2019,7,31,34,copd,195
2019,7,31,99,asthma,22
2019,7,31,38,ihd,14
2019,7,31,19,asthma,2
2019,7,31,20,copd,194
2019,7,31,49,copd,66
2019,7,31,85,asthma,16
2019,7,31,24,ihd,25
2019,7,31,35,copd,75
2019,7,31,90,ihd,65
2019,7,31,71,asthma,11
2019,7,31,10,ihd,66
2019,7,31,39,ihd,16
2019,7,31,21,copd,90
2019,7,31,25,ihd,11
2019,7,31,36,copd,153
2019,7,31,91,ihd,18
2019,7,31,72,asthma,7
2019,7,31,11,ihd,17
2019,7,31,22,copd,174
2019,7,31,26,ihd,5
2019,7,31,37,copd,44
2019,7,31,92,ihd,16
2019,7,31,73,asthma,6
2019,7,31,12,ihd,16
2019,7,31,23,copd,62
2019,7,31,27,ihd,9
2019,7,31,38,copd,51
2019,7,31,93,ihd,11
2019,7,31,74,asthma,2
2019,7,31,13,ihd,19
2019,7,31,24,copd,77
2019,7,31,60,asthma,9
2019,7,31,90,copd,314
2019,7,31,10,copd,346
2019,7,31,39,copd,32
2019,7,31,94,ihd,40
2019,7,31,14,ihd,22
2019,7,31,25,copd,38
2019,7,31,80,ihd,63
2019,7,31,61,asthma,3
2019,7,31,91,copd,39
2019,7,31,11,copd,79
2019,7,31,95,ihd,22
2019,7,31,76,asthma,2
2019,7,31,15,ihd,3
2019,7,31,26,copd,28
2019,7,31,81,ihd,32
2019,7,31,62,asthma,1
2019,7,31,92,copd,134
2019,7,31,12,copd,92
2019,7,31,96,ihd,47
2019,7,31,77,asthma,7
2019,7,31,16,ihd,19
2019,7,31,27,copd,88
2019,7,31,82,ihd,15
2019,7,31,93,copd,118
2019,7,31,13,copd,121
2019,7,31,97,ihd,1
2019,7,31,17,ihd,8
2019,7,31,83,ihd,20
2019,7,31,64,asthma,6
2019,7,31,94,copd,183
2019,7,31,14,copd,89
2019,7,31,50,asthma,11
2019,7,31,80,copd,311
2019,7,31,18,ihd,8
2019,7,31,0,copd,7
2019,7,31,84,ihd,49
2019,7,31,65,asthma,22
2019,7,31,95,copd,112
2019,7,31,15,copd,59
2019,7,31,70,ihd,26
2019,7,31,51,asthma,2
2019,7,31,99,ihd,38
2019,7,31,81,copd,81
2019,7,31,19,ihd,20
2019,7,31,0,copd,1
2019,7,31,1,copd,4
2019,7,31,85,ihd,8
2019,7,31,66,asthma,3
2019,7,31,96,copd,231
2019,7,31,16,copd,115
2019,7,31,71,ihd,11
2019,7,31,52,asthma,22
2019,7,31,82,copd,63
2019,7,31,86,ihd,19
2019,7,31,67,asthma,16
2019,7,31,97,copd,14
2019,7,31,17,copd,28
2019,7,31,72,ihd,24
2019,7,31,53,asthma,1
2019,7,31,83,copd,39
2019,7,31,98,copd,1
2019,7,31,18,copd,55
2019,7,31,73,ihd,21
2019,7,31,54,asthma,1
2019,7,31,84,copd,219
2019,7,31,40,asthma,21
2019,7,31,70,copd,162
2019,7,31,99,copd,183
2019,7,31,19,copd,45
2019,7,31,74,ihd,3
2019,7,31,55,asthma,6
2019,7,31,85,copd,39
2019,7,31,60,ihd,26
2019,7,31,41,asthma,9
2019,7,31,71,copd,95
2019,7,31,75,ihd,6
2019,7,31,56,asthma,5
2019,7,31,86,copd,121
2019,7,31,61,ihd,10
2019,7,31,42,asthma,3
2019,7,31,72,copd,96
2019,7,31,76,ihd,26
2019,7,31,57,asthma,3
2019,7,31,62,ihd,11
2019,7,31,43,asthma,8
2019,7,31,73,copd,60
2019,7,31,77,ihd,13
2019,7,31,63,ihd,4
2019,7,31,44,asthma,23
2019,7,31,74,copd,58
2019,7,31,30,asthma,45
2019,7,31,60,copd,166
2019,7,31,64,ihd,19
2019,7,31,45,asthma,15
2019,7,31,75,copd,17
2019,7,31,50,ihd,29
2019,7,31,31,asthma,17
2019,7,31,61,copd,67
2019,7,31,65,ihd,19
2019,7,31,46,asthma,7
2019,7,31,76,copd,74
2019,7,31,NULL,asthma,194
2019,7,31,51,ihd,12
2019,7,31,32,asthma,9
2019,7,31,62,copd,49
2019,7,31,66,ihd,35
2019,7,31,47,asthma,2
2019,7,31,77,copd,107
2019,7,31,52,ihd,11
2019,7,31,33,asthma,43
2019,7,31,63,copd,86
2019,7,31,67,ihd,51
2019,7,31,48,asthma,4
2019,7,31,53,ihd,5
2019,7,31,34,asthma,45
2019,7,31,64,copd,116
2019,7,31,20,asthma,10
2019,7,31,49,asthma,1
2019,7,31,50,copd,570
2019,7,31,54,ihd,5
2019,7,31,35,asthma,1
2019,7,31,65,copd,80
2019,7,31,40,ihd,40
2019,7,31,21,asthma,7
2019,7,31,51,copd,151
2019,7,31,55,ihd,10
2019,7,31,36,asthma,10
2019,7,31,66,copd,178
2019,7,31,41,ihd,38
2019,7,31,22,asthma,11
2019,7,31,52,copd,133
2019,7,31,56,ihd,8
2019,7,31,37,asthma,1
2019,7,31,67,copd,213
2019,7,31,42,ihd,15
2019,7,31,53,copd,30
2019,7,31,57,ihd,21
2019,7,31,38,asthma,5
2019,7,31,43,ihd,13
2019,7,31,24,asthma,3
2019,7,31,54,copd,100
2019,7,31,90,asthma,8
2019,7,31,10,asthma,18
2019,7,31,58,ihd,2
2019,7,31,39,asthma,1
2019,7,31,40,copd,217
2019,7,31,44,ihd,38
2019,7,31,25,asthma,4
2019,7,31,55,copd,192
2019,7,31,91,asthma,5
2019,7,31,30,ihd,73
2019,7,31,11,asthma,34
2019,7,31,41,copd,247
2019,7,31,45,ihd,38
2019,7,31,56,copd,90
2019,7,31,92,asthma,2
2019,7,31,31,ihd,43
2019,7,31,12,asthma,11
2019,7,31,42,copd,64
2019,7,31,46,ihd,23
2019,7,31,27,asthma,5
2019,7,31,57,copd,466
2019,7,31,NULL,ihd,328
2019,7,31,93,asthma,5
2019,7,31,32,ihd,41
2019,7,31,13,asthma,9
2019,7,31,43,copd,61
2019,7,31,47,ihd,24
2019,7,31,58,copd,43
2019,7,31,94,asthma,2
2019,7,31,33,ihd,32
2019,7,31,14,asthma,3
2019,7,31,44,copd,169
2019,7,31,80,asthma,17
2019,7,31,0,asthma,1
2019,7,31,48,ihd,19
2019,7,31,30,copd,457
2019,7,31,95,asthma,6
2019,7,31,34,ihd,25
2019,7,31,45,copd,217
2019,7,31,81,asthma,1
2019,7,31,20,ihd,54
2019,7,31,49,ihd,1
2019,7,31,31,copd,296
2019,7,31,96,asthma,8
2019,7,31,35,ihd,7
2019,7,31,16,asthma,16
2019,7,31,46,copd,146
2019,8,31,46,ihd,15
2019,8,31,27,asthma,6
2019,8,31,57,copd,302
2019,8,31,NULL,ihd,274
2019,8,31,93,asthma,7
2019,8,31,32,ihd,26
2019,8,31,13,asthma,10
2019,8,31,43,copd,51
2019,8,31,47,ihd,25
2019,8,31,58,copd,38
2019,8,31,94,asthma,4
2019,8,31,33,ihd,27
2019,8,31,14,asthma,6
2019,8,31,44,copd,150
2019,8,31,80,asthma,13
2019,8,31,48,ihd,20
2019,8,31,30,copd,326
2019,8,31,95,asthma,4
2019,8,31,34,ihd,21
2019,8,31,45,copd,134
2019,8,31,81,asthma,2
2019,8,31,20,ihd,36
2019,8,31,0,asthma,1
2019,8,31,49,ihd,1
2019,8,31,31,copd,204
2019,8,31,96,asthma,21
2019,8,31,35,ihd,13
2019,8,31,16,asthma,18
2019,8,31,46,copd,244
2019,8,31,82,asthma,1
2019,8,31,NULL,copd,1678
2019,8,31,,copd,3
2019,8,31,21,ihd,20
2019,8,31,32,copd,107
2019,8,31,97,asthma,1
2019,8,31,36,ihd,42
2019,8,31,17,asthma,2
2019,8,31,47,copd,73
2019,8,31,83,asthma,2
2019,8,31,22,ihd,27
2019,8,31,33,copd,178
2019,8,31,37,ihd,3
2019,8,31,18,asthma,11
2019,8,31,48,copd,50
2019,8,31,84,asthma,10
2019,8,31,23,ihd,15
2019,8,31,34,copd,252
2019,8,31,70,asthma,7
2019,8,31,99,asthma,9
2019,8,31,38,ihd,15
2019,8,31,19,asthma,2
2019,8,31,20,copd,154
2019,8,31,49,copd,40
2019,8,31,85,asthma,2
2019,8,31,24,ihd,26
2019,8,31,35,copd,55
2019,8,31,90,ihd,39
2019,8,31,71,asthma,4
2019,8,31,10,ihd,73
2019,8,31,39,ihd,17
2019,8,31,21,copd,99
2019,8,31,86,asthma,3
2019,8,31,25,ihd,8
2019,8,31,36,copd,103
2019,8,31,91,ihd,5
2019,8,31,72,asthma,6
2019,8,31,11,ihd,20
2019,8,31,22,copd,211
2019,8,31,26,ihd,3
2019,8,31,37,copd,51
2019,8,31,92,ihd,20
2019,8,31,73,asthma,77
2019,8,31,12,ihd,17
2019,8,31,23,copd,76
2019,8,31,27,ihd,8
2019,8,31,38,copd,59
2019,8,31,93,ihd,12
2019,8,31,74,asthma,2
2019,8,31,13,ihd,19
2019,8,31,24,copd,106
2019,8,31,60,asthma,33
2019,8,31,90,copd,333
2019,8,31,10,copd,245
2019,8,31,39,copd,58
2019,8,31,94,ihd,14
2019,8,31,75,asthma,2
2019,8,31,14,ihd,16
2019,8,31,25,copd,37
2019,8,31,80,ihd,60
2019,8,31,61,asthma,1
2019,8,31,91,copd,106
2019,8,31,0,ihd,1
2019,8,31,11,copd,83
2019,8,31,95,ihd,23
2019,8,31,76,asthma,10
2019,8,31,15,ihd,3
2019,8,31,26,copd,34
2019,8,31,81,ihd,15
2019,8,31,62,asthma,13
2019,8,31,1,ihd,1
2019,8,31,92,copd,95
2019,8,31,12,copd,73
2019,8,31,96,ihd,46
2019,8,31,77,asthma,12
2019,8,31,16,ihd,40
2019,8,31,27,copd,56
2019,8,31,82,ihd,6
2019,8,31,63,asthma,4
2019,8,31,93,copd,111
2019,8,31,13,copd,71
2019,8,31,97,ihd,2
2019,8,31,17,ihd,2
2019,8,31,83,ihd,10
2019,8,31,64,asthma,3
2019,8,31,94,copd,175
2019,8,31,14,copd,104
2019,8,31,50,asthma,19
2019,8,31,80,copd,314
2019,8,31,18,ihd,3
2019,8,31,0,copd,7
2019,8,31,84,ihd,49
2019,8,31,65,asthma,13
2019,8,31,95,copd,118
2019,8,31,15,copd,37
2019,8,31,70,ihd,15
2019,8,31,51,asthma,1
2019,8,31,99,ihd,28
2019,8,31,81,copd,48
2019,8,31,19,ihd,5
2019,8,31,1,copd,1
2019,8,31,85,ihd,4
2019,8,31,66,asthma,4
2019,8,31,96,copd,242
2019,8,31,16,copd,76
2019,8,31,71,ihd,13
2019,8,31,52,asthma,5
2019,8,31,82,copd,58
2019,8,31,86,ihd,25
2019,8,31,67,asthma,8
2019,8,31,97,copd,3
2019,8,31,17,copd,45
2019,8,31,72,ihd,30
2019,8,31,53,asthma,1
2019,8,31,83,copd,57
2019,8,31,18,copd,65
2019,8,31,73,ihd,25
2019,8,31,54,asthma,3
2019,8,31,84,copd,229
2019,8,31,40,asthma,60
2019,8,31,70,copd,143
2019,8,31,99,copd,176
2019,8,31,19,copd,73
2019,8,31,74,ihd,2
2019,8,31,55,asthma,7
2019,8,31,85,copd,43
2019,8,31,60,ihd,20
2019,8,31,41,asthma,9
2019,8,31,71,copd,116
2019,8,31,75,ihd,3
2019,8,31,56,asthma,2
2019,8,31,86,copd,43
2019,8,31,61,ihd,10
2019,8,31,42,asthma,7
2019,8,31,72,copd,103
2019,8,31,76,ihd,12
2019,8,31,57,asthma,6
2019,8,31,62,ihd,17
2019,8,31,43,asthma,4
2019,8,31,73,copd,95
2019,8,31,77,ihd,16
2019,8,31,58,asthma,1
2019,8,31,63,ihd,5
2019,8,31,44,asthma,75
2019,8,31,74,copd,45
2019,8,31,30,asthma,25
2019,8,31,78,ihd,1
2019,8,31,60,copd,127
2019,8,31,9,copd,1
2019,8,31,64,ihd,16
2019,8,31,45,asthma,11
2019,8,31,75,copd,31
2019,8,31,50,ihd,23
2019,8,31,31,asthma,11
2019,8,31,61,copd,76
2019,8,31,65,ihd,23
2019,8,31,46,asthma,9
2019,8,31,76,copd,95
2019,8,31,NULL,asthma,166
2019,8,31,51,ihd,11
2019,8,31,32,asthma,8
